index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_note,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
677,AT.P.1341,Aldo foundation,"""I Aug 11 '63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1341.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1341_8.jpg",,,,,,,,,
678,AT.P.1342,Aldo foundation,"""Aug 11 II A.T. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A.T.,,Painting,23,23,,,,"remote:AT.P.1342.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1342_8.jpg",,,,,,,,,
679,AT.P.1343,Aldo foundation,"""V Aug 11 '63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1343.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1343_8.jpg",,,,,,,,,
680,AT.P.1344,Aldo foundation,"""VI Aug 11 '63 A Tambellini"" ""AT '63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1344.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1344_8.jpg",,,,,,,,,
681,AT.P.1345,Aldo foundation,"""I AT. Aug 11-63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1345.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1345_8.jpg",,,,,,,,,
682,AT.P.1346,Aldo foundation,"""II Aug 1963 A Tambellini","Rack 15, Shelf 5",,,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1346.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1346_8.jpg",,,,,,,,,
683,AT.P.1347,Aldo foundation,"""III A 11 63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1347.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1347_8.jpg",,,,,,,,,
684,AT.P.1348,Aldo foundation,"""IV Aug 11-63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1348.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1348_8.jpg",,,,,,,,,
685,AT.P.1349,Aldo foundation,"""I AT Aug 15 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1349.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1349_8.jpg",,,,,,,,,
686,AT.P.1350,Aldo foundation,"""II Aug 15 Aldo Tambellini 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,Aldo Tambellini,,Painting,23,23,,,,"remote:AT.P.1350.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1350_8.jpg",,,,,,,,,
687,AT.P.1351,Aldo foundation,"""III Aug 15 '63  A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1351.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1351_8.jpg",,,,,,,,,
688,AT.P.1352,Aldo foundation,"""IV Aug 15 '63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1352.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1352_8.jpg",,,,,,,,,
689,AT.P.1353,Aldo foundation,"""V[II or VI] Aug 15-63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1353.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1353_8.jpg",,,,,,,,,
690,AT.P.1354,Aldo foundation,"""I Aug 11 '63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1354.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1354_8.jpg",,,,,,,,,
691,AT.P.1355,Aldo foundation,"""Aug 11 '63 II A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1355.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1355_8.jpg",,,,,,,,,
692,AT.P.1356,Aldo foundation,"""III AT"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1356.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1356_8.jpg",,,,,,,,,
693,AT.P.1357,Aldo foundation,"""IV Aug 11 '63 A Tambellini"" on recto, small chip to edge","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1357.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1357_8.jpg",,,,,,,,,
694,AT.P.1358,Aldo foundation,"""V Aug 11 '63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1358.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1358_8.jpg",,,,,,,,,
695,AT.P.1359,Aldo foundation,"""Aug 11 '63 VI A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1359.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1359_8.jpg",,,,,,,,,
696,AT.P.1360,Aldo foundation,"""VII 63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1360.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1360_8.jpg",,,,,,,,,
697,AT.P.1361,Aldo foundation,"""IX Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,Tambellini,,Painting,23,23,,,,"remote:AT.P.1361.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1361_8.jpg",,,,,,,,,
698,AT.P.1362,Aldo foundation,"""X Aug 11 63 A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1362.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1362_8.jpg",,,,,,,,,
699,AT.P.1363,Aldo foundation,"""AT 62"" etched on recto, ""July 31 '62"" ""2028"" on verso","Rack 15, Shelf 5",,12/10/2014,,,,1962,"Duco, acrylic, and oil stick on paper",AT,,Painting,13,20,,,,"remote:AT.P.1363.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1363_8.jpg",,,,,,,,,
700,AT.P.1364,Aldo foundation,"""AT July 31 62"" etched on recto","Rack 15, Shelf 5",,12/10/2014,,,,1962,Duco and graphite on paper,AT,,Painting,13,20,,,,"remote:AT.P.1364.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1364_8.jpg",,,,,,,,,
701,AT.P.1365,Aldo foundation,"""July 31 '62"" ""2027"" on verso","Rack 15, Shelf 5",,12/10/2014,,,,1962,"Duco, acrylic, and oil stick on paper",,,Painting,13,20,,,,"remote:AT.P.1365.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1365_8.jpg",,,,,,,,,
702,AT.P.1366,Aldo foundation,"""AT July 31 62"" etched on recto, ""(6)"" ""2015"" on verso","Rack 15, Shelf 5",,12/10/2014,,,,1962,"Duco, acrylic, and oil stick on paper",AT,,Painting,13,20,,,,"remote:AT.P.1366.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1366_8.jpg",,,,,,,,,
703,AT.P.1367,Aldo foundation,3 copies,"Rack 15, Shelf 2",,12/11/2014,,,,n.d.,Lithographic print on paper,,"condition quite poor, paper torn in mulitple places, some water staining, in only one copy does image survive untorn",Painting,18,24,,,,"remote:AT.P.1367.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1367_8.jpg",,,,,,,,,
704,AT.P.1368,Aldo foundation,sheet folded in half,"Rack 15, Shelf 5",,12/11/2014,,,,n.d.,Duco and graphite on paper,,,Painting,18,23,,,,"remote:AT.P.1368.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1368_8.jpg",,,,,,,,,
705,AT.P.1369,Aldo foundation,"""Aldo Tambellini 1960"" on recto, ""1664"" on verso, tiny tear to edge, fold to one corner","Rack 15, Shelf 5",,12/11/2014,,,,1960,Oil on paper,Aldo Tambellini,,Painting,20,27,,,,"remote:AT.P.1369.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1369_8.jpg",,,,,,,,,
706,AT.P.1370,Aldo foundation,"""Aldo Tambellini 60"" on recto, ""1662"" on verso, tiny tear to edge, 2 chips to edges","Rack 15, Shelf 5",,12/11/2014,,,,1960,Oil on paper,Aldo Tambellini,,Painting,20,27,,,,"remote:AT.P.1370.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1370_8.jpg",,,,,,,,,
707,AT.P.1371,Aldo foundation,"""Aldo Tambellini 1960"" on recto, ""1661"" on verso","Rack 15, Shelf 5",,12/11/2014,,,,1960,Oil on paper,Aldo Tambellini,,Painting,19,25,,,,"remote:AT.P.1371.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1371_8.jpg",,,,,,,,,
708,AT.P.1372,Aldo foundation,"""A.T. August 13 '62"" on recto, ""2059"" on verso","Rack 15, Shelf 5",,12/11/2014,,,,1962,Duco and sand on paper,A.T.,,Painting,19,24,,,,"remote:AT.P.1372.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1372_8.jpg",,,,,,,,,
